_;SMPTE Metadata Elements Dictionary;;;;;;;;;;;;;
_;Published version 13 as of 2012-02-14;;;;;;;;;;;;;
_ver;Published;13;;;;;;;;;;;;
_;;499;Nodes in this Register;;;;;;;;;;;
_;;1476;Leaves in this Register;;;;;;;;;;;
_;Register;Dictionary Version at introduction;Node or
;Elements;5;Leaf;3;06.0E.2B.34.01.01.01.05.04.09.01.00.00.00.00.00;Recorded Format;Specifies the recording format as laid down on the media;  e.g.  D5, Betacam etc;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;2;Leaf;4;06.0E.2B.34.01.01.01.02.04.09.01.01.00.00.00.00;Recorded Format;Specifies the recording format as laid down on the media;  e.g.  D5, Betacam etc;16-bit Unicode String;32 unicode characters max;;;;;
;Elements;7;Leaf;3;06.0E.2B.34.01.01.01.07.04.09.02.00.00.00.00.00;MIME Media Type;Specifies the MIME media type as defined by IETF;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;variable;;;;RFC 2048;
;Elements;7;Leaf;4;06.0E.2B.34.01.01.01.07.04.09.02.01.00.00.00.00;MIME Media Type;Specifies the MIME media type as defined by IETF;16-bit Unicode String;variable;;;;RFC 2048;
;Elements;13;Leaf;4;06.0E.2B.34.01.01.01.0D.04.09.02.02.00.00.00.00;Text MIME Media Type;Specifies the MIME media type as defined by IETF.;UTF-16 Char String;variable;;;;;
;Elements;8;Leaf;3;06.0E.2B.34.01.01.01.08.04.09.03.00.00.00.00.00;MIME Char Set;Specifies the registered character set used by both the internal and external representation of the data as defined by IETF RFC 2048 and http://www.iana.org/assignmnets/character-sets;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;variable;;;;RFC 2048;
;Elements;8;Leaf;4;06.0E.2B.34.01.01.01.08.04.09.03.01.00.00.00.00;MIME Char Set;Specifies the registered character set used by both the internal and external representation of the data as defined by IETF RFC 2048 and http://www.iana.org/assignmnets/character-sets;16-bit Unicode String;variable;;;;RFC 2048;
;Elements;8;Leaf;3;06.0E.2B.34.01.01.01.08.04.09.04.00.00.00.00.00;MIME Encoding;Specifies the registered character set used by the external representation of the data as defined by IETF RFC 2048 and http://www.iana.org/assignmnets/character-sets;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;variable;;;;RFC 2048;
;Elements;8;Leaf;4;06.0E.2B.34.01.01.01.08.04.09.04.01.00.00.00.00;MIME Encoding;Specifies the registered character set used by the external representation of the data as defined by IETF RFC 2048 and http://www.iana.org/assignmnets/character-sets;16-bit Unicode String;variable;;;;RFC 2048;
;Elements;12;Leaf;3;06.0E.2B.34.01.01.01.0C.04.09.05.00.00.00.00.00;UCS Encoding;A text string giving the ISO/IEC 10646-1 encoding of the essence data.;16-bit Unicode String;variable;;;;;
;Elements;3;Node;2;06.0E.2B.34.01.01.01.03.04.0F.00.00.00.00.00.00;Storage Characteristics;;;;;;;;
;Elements;3;Leaf;3;06.0E.2B.34.01.01.01.03.04.0F.01.00.00.00.00.00;Storage Kind ;The kind of storage expressed as a name - e.g. C.D.; D.V.D.; Betas SP;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;4;06.0E.2B.34.01.01.01.03.04.0F.01.01.00.00.00.00;Storage Kind;The kind of storage expressed as a name - e.g. C.D.; D.V.D.; Betas SP;16-bit Unicode String;64 bytes max;;;;;
;Elements;3;Leaf;4;06.0E.2B.34.01.01.01.03.04.0F.01.02.00.00.00.00;Storage Kind Code;The kind of storage expressed as a code;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;;
;Elements;1;Node;2;06.0E.2B.34.01.01.01.01.04.10.00.00.00.00.00.00;Medium Characteristics;Characteristics describing the medium containing the essence for transport or storage;;;;;;;
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.04.10.01.00.00.00.00.00;Storage Medium Parameters ;Characteristics that describe the physical medium such as cartridge size;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.04.10.01.01.00.00.00.00;Tape Medium Parameters;Characteristics of Tape medium;;;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.04.10.01.01.01.00.00.00;Tape Shell Kind;Specifies the cassette etc. shell - eg 1 inch B,  1 inch C,  90 minute Betacam,  DAT, 1/4 inch.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.10.01.01.01.01.00.00;Tape Shell Kind;Specifies the cassette etc. shell - eg 1 inch B,  1 inch C,  90 minute Betacam,  DAT, 1/4 inch.;16-bit Unicode String;32 unicode characters max;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.04.10.01.01.02.00.00.00;Tape Formulation;Specifies the formulation of the tape - eg. Metal, oxide etc;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.10.01.01.02.01.00.00;Tape Formulation;Specifies the formulation of the tape - eg. Metal, oxide etc;16-bit Unicode String;32 unicode characters max;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.04.10.01.01.03.00.00.00;Tape Capacity;Specifies the tape capacity in minutes;UInt32;4 bytes;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.04.10.01.01.04.00.00.00;Tape Manufacturer;Specifies the tape manufacturer;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.10.01.01.04.01.00.00;Tape Manufacturer;Specifies the tape manufacturer;16-bit Unicode String;Variable;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.04.10.01.01.05.00.00.00;Tape Stock;Specifies the tape stock;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 chars max;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.10.01.01.05.01.00.00;Tape Stock;Specifies the tape stock;16-bit Unicode String;32 Unicode chars max;;;;;
;Elements;2;Leaf;5;06.0E.2B.34.01.01.01.02.04.10.01.01.06.00.00.00;Tape Batch Number;Specifies the batch number of the tape;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.10.01.01.06.01.00.00;Tape Batch Number;Specifies the batch number of the tape;16-bit Unicode String;32 unicode characters max;;;;;
;Elements;3;Node;5;06.0E.2B.34.01.01.01.03.04.10.01.01.10.00.00.00;Tape Medium Fundamental Parameters;Fundamental characteristics of Tape medium;;;;;;;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.04.10.01.01.10.01.00.00;Tape Partition Capacity;The capacity of a tape partition in terms of the maximum number of megabytes which can be stored.;UInt64;8 bytes;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.04.10.01.02.00.00.00.00;Disc Medium Parameters;Characteristics of Disc medium;;;;;;;
;Elements;3;Node;5;06.0E.2B.34.01.01.01.03.04.10.01.02.01.00.00.00;Disc Medium Fundamental Parameters;Fundamental characteristics of Disc medium;;;;;;;
;Elements;3;Leaf;5;06.0E.2B.34.01.01.01.03.04.10.01.02.02.00.00.00;Disc Partition Capacity;The capacity of the disc partition in terms of the maximum number of Megabytes which can be stored.;UInt64;8 bytes;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.04.10.01.03.00.00.00.00;Film Medium Parameters;Information about the physical film medium;;;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.04.10.01.03.01.00.00.00;Generic Film Medium Parameters;Generic Information about the film medium;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.04.10.01.03.01.01.00.00;Film Color Process;The film coloring process used.  Eg  Pathe Color,  Hand Coloring,  Berthon Keller Dorian Lenticular Process;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.04.10.01.03.01.02.00.00;Edge Code Format;Specifies the edge code format;EdgeType;2 bytes;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.10.01.03.01.03.00.00;Perforations Per Frame;Specifies number of perforations per frame [e.g. 2, 3, 4, 5, 8, 10, 12, 15];UInt8;1 byte;;;;;
;Elements;2;Leaf;7;06.0E.2B.34.01.01.01.02.04.10.01.03.01.03.01.00;Perforations Per Frame;Specifies number of perforations per frame [e.g. 2, 3, 4, 5, 8, 10, 12, 15] or non-integer values;Rational;8 bytes;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.04.10.01.03.01.04.00.00;Film Format Name;The gauge and format of the film. For example:  Neg;  Blair Viventoscope;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;2;Leaf;7;06.0E.2B.34.01.01.01.02.04.10.01.03.01.04.01.00;Film Format Name;The gauge and format of the film. For example:  Neg;  Blair Viventoscope;16-bit Unicode String;Variable;;;;;
;Elements;2;Leaf;7;06.0E.2B.34.01.01.01.02.04.10.01.03.01.04.02.00;Film Format Name;The gauge and format of the film. For example:  Neg;  Blair Viventoscope;FilmFormat;2 bytes;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.04.10.01.03.01.05.00.00;Film Stock Kind;Example: 5247;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;2;Leaf;7;06.0E.2B.34.01.01.01.02.04.10.01.03.01.05.01.00;Film Stock Kind;Example: 5247;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.04.10.01.03.01.06.00.00;Film Stock Manufacturer Name;Example: Kodak, Ilford;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;2;Leaf;7;06.0E.2B.34.01.01.01.02.04.10.01.03.01.06.01.00;Film Stock Manufacturer Name;Example: Kodak, Ilford;16-bit Unicode String;Variable;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.10.01.03.01.07.00.00;Film Batch Number;Specifies the batch of film stock;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;2;Leaf;7;06.0E.2B.34.01.01.01.02.04.10.01.03.01.07.01.00;Film Batch Number;Specifies the batch of film stock;16-bit Unicode String;Variable;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.10.01.03.01.08.00.00;Film Gauge;Specifies gauge of film stock in mm. Examples: 70mm, 48mm, 16mm, etc.;FilmType;2 bytes;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.10.01.03.01.09.00.00;Edge Code Film Gauge;Specifies the gauge of film stock associated with the edge code.;FilmType;2 bytes;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.04.10.01.03.02.00.00.00;Specific Film Medium Parameters;Specific Information about the film medium;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.04.10.01.03.02.01.00.00;Physical Media Length;The physical length of the medium on which the essence was captured;UIMSBF;4 bytes;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.04.10.01.03.02.02.00.00;Film Capture Aperture;Examples: Super 16, Academy etc.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.10.01.03.02.03.00.00;Exposed Aspect Ratio;Aspect ratio of the exposed physical frame;Rational;8 bytes;;;;;
;Elements;2;Node;2;06.0E.2B.34.01.01.01.02.04.18.00.00.00.00.00.00;Memory Storage Characteristics;Information about persistent and transient memory parameters;;;;;;;
;Elements;2;Node;3;06.0E.2B.34.01.01.01.02.04.18.01.00.00.00.00.00;Memory Storage Alignment Characteristics;Information about aligning data with defined memory boundaries;;;;;;;
;Elements;2;Leaf;4;06.0E.2B.34.01.01.01.02.04.18.01.01.00.00.00.00;Image Alignment Offset;Specifies number of bytes to align the start of an image with a defined memory boundary;UInt32;4 bytes;;;;;
;Elements;2;Leaf;4;06.0E.2B.34.01.01.01.02.04.18.01.02.00.00.00.00;Image Start Offset;Specifies bytes of fill before start of field;UInt32;4 bytes;;;;;
;Elements;2;Leaf;4;06.0E.2B.34.01.01.01.02.04.18.01.03.00.00.00.00;Image End Offset;Specifies bytes of fill after end of field;UInt32;4 bytes;;;;;
;Elements;2;Leaf;4;06.0E.2B.34.01.01.01.02.04.18.01.04.00.00.00.00;Padding Bits;Specifies the number of bits to pad each pixel so that the next pixel starts on a defined boundary;Int16;2 bytes;;;;;
;Elements;1;Node;2;06.0E.2B.34.01.01.01.01.04.20.00.00.00.00.00.00;Device Characteristics;Information about the devices used;;;;;;;
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.04.20.01.00.00.00.00.00;Camera Characteristics;Information about camera devices;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.04.20.01.01.00.00.00.00;Image Characteristics;The specific category of imagery;;;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.04.20.01.01.01.00.00.00;Image Category;Identifies the specific category of imagery (often revealing the nature of the collector or intended use). Format is as defined in NITF v2.0 in addition to those defined here.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;4;Node;4;06.0E.2B.34.01.01.01.04.04.20.01.02.00.00.00.00;Imager Characteristics;The specific category of imagery;;;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.04.20.01.02.01.00.00.00;Image Devices;Information about the image device;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.04.20.01.02.01.01.00.00;Image Source Device Kind;Indicates the type of the image source device;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 chars max;;;;;
;Elements;9;Leaf;7;06.0E.2B.34.01.01.01.09.04.20.01.02.01.01.01.00;Image Source Device Kind;Indicates the type of the image source device;16-bit Unicode String;Variable;;;;;
;Elements;13;Node;4;06.0E.2B.34.01.01.01.0D.04.20.01.03.00.00.00.00;Acquisition Characteristics;The specific category of Acquisition;;;;;;;
;Elements;13;Node;5;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.00.00.00;Operation;Includes items for camera operators to operate the camera.;;;;;;;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.01.00.00;Auto Exposure Mode;Auto Exposure setup Mode;Universal Label;16 bytes;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.02.00.00;Auto Focus Sensing Area Setting;Auto Focus Sensing Area setting defined as a registered code;UInt8;1 byte;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.03.00.00;Color Correction Filter Wheel Setting;Color Compensation Filter Wheel setting defined as a registered code;UInt8;1 byte;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.04.00.00;Neutral Density Filter Wheel Setting;Neutral Density Filter Wheel setting as an integer value where the value 1 means a clear filter. ;UInt16;2 bytes;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.05.00.00;Image Sensor Dimension Effective Width;Width of effective image area in micro meters;UInt16;2 bytes;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.06.00.00;Image Sensor Dimension Effective Height;Height of effective image area in micro meters;UInt16;2 bytes;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.07.00.00;Imager Sensor Readout Mode;Imager Readout mode defined as a registered code;Uint8;1 byte;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.08.00.00;Shutter Speed (Angle);Shutter speed as an angle defining the shutter speed (angle) in minutes relative to a completely open shutter angle of 360 degrees.;Uint32;4 bytes;;;;RDD 18;
;Elements;13;Leaf;7;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.08.01.00;Shutter Speed (Time);Shutter speed as a time defining the shutter speed (time) in seconds;Rational;8 bytes;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.09.00.00;Camera Master Gain Adjustment;Master Gain Control setting in 0.01 decibel units;Int16;2 bytes;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.0A.00.00;ISO Sensitivity;Sensitivity to light;UInt16;2 bytes;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.01.0B.00.00;Electrical Extender Magnification;Expresses the magnification setup of the picture size in percent where 100% (64h) represents the original picture size;UInt16;2 bytes;;;;RDD 18;
;Elements;13;Node;5;06.0E.2B.34.01.01.01.0D.04.20.01.03.02.00.00.00;Adjustment;Includes items for making detailed image adjustments.;;;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.02.01.00.00;Auto White Balance Mode;Auto White Balance Mode defined as a registered code;UInt8;1 byte;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.02.02.00.00;White Balance;White Balance value defined by the temperature in Kelvin;UInt16;2 bytes;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.02.03.00.00;Camera Master Black Level;Level of the master black level of the camera expressed as a percentage defined in 0.1 % units;Int16;2 bytes;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.02.04.00.00;Camera Knee Point;Level of the knee point in the camera transfer characteristic expressed as a percentage defined in 0.1 % units;UInt16;2 bytes;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.02.05.00.00;Camera Knee Slope;Slope of the transfer characteristic starting at the knee point.;Rational;8 bytes;;;;RDD 18;
;Elements;13;Leaf;6;06.0E.2B.34.01.01.01.0D.04.20.01.03.02.06.00.00;Camera Luminance Dynamic Range;Luminance Dynamic Range expressed as a percentage defined in 0.1 % units.;UInt16;2 bytes;;;;RDD 18;
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.04.20.02.00.00.00.00.00;Optical Characteristics;Information about optics;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.04.20.02.01.00.00.00.00;Optical Test Parameters;Optical test parameters from the original recording;;;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.04.20.02.01.01.00.00.00;Optical Device Parameters;Information about the optical device used (examples: lens, ice block);;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.04.20.02.01.01.01.00.00;Optical Test Parameter Name;The specific parameter under test, (example: Flare);ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.04.20.02.01.01.02.00.00;Optical Test Result;The result from the specified test;Floating Point;4 bytes;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.04.20.02.01.01.03.00.00;Optical Test Result;The result from the specified test;Int32;4 bytes;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.20.02.01.01.04.00.00;Focal Length;Focal length of the lens at time of capture;Floating Point;4 bytes;;;;;
;Elements;3;Leaf;7;06.0E.2B.34.01.01.01.03.04.20.02.01.01.04.01.00;Focal Length;Focal length of the lens in millimeters at time of collection.;Integer;4 bytes;Focal length in millimeters shall be expressed as DDDDDDDd where DDDDDDD is in millimeters and d is tenths of a millimeter.;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.20.02.01.01.05.00.00;Sensor Size;The size of the sensor, for example: 1/2 inch,  2/3 inch, etc.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.20.02.01.01.06.00.00;Lens Aperture;Aperture of the lens at the time of collection;Floating Point;4 bytes;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.20.02.01.01.07.00.00;Sensor Type Code;Code indicating type of sensor that produced the original video content.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.20.02.01.01.08.00.00;Field of View (FOV-Horizontal);Sensor horizontal field of view.;Floating Point;4 bytes;;;;;
;Elements;3;Leaf;7;06.0E.2B.34.01.01.01.03.04.20.02.01.01.08.01.00;Field of View (FOV-Horizontal);Sensor horizontal field of view in degrees;Integer;2 bytes;FOV format is DDDd where DDD is in degrees and d is tenth of a degree;;;;
;Elements;2;Leaf;6;06.0E.2B.34.01.01.01.02.04.20.02.01.01.09.00.00;Anamorphic Lens Characteristic;Examples: Flat, anamorphic;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.04.20.02.01.01.0A.00.00;Field of View (FOV-Vertical);Sensor vertical field of view in degrees;Integer;2 bytes;FOV format is DDDd where DDD is in degrees and d is tenth of a degree;;;;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.04.20.02.01.01.0A.01.00;Field of View (FOV-Vertical FP-4);Sensor vertical field of view in degrees;Floating Point;4 bytes;;;;;
;;;;;;;;;;;;;;
;Elements;13;Node;4;06.0E.2B.34.01.01.01.0D.04.20.02.02.00.00.00.00;Optical Shooting Parameters;Optical shooting/setting parameters during acquisition;;;;;;;
;Elements;13;Leaf;5;06.0E.2B.34.01.01.01.0D.04.20.02.02.01.00.00.00;Iris F-Number;Lens aperture setting in EV/1000h based on 8000h for F16;Uint16;2 bytes;;;;RDD 18;
;Elements;13;Leaf;5;06.0E.2B.34.01.01.01.0D.04.20.02.02.02.00.00.00;Focus Position From Image Plane;Distance in meters between the image plane and the object in focus;Half Float (lens serial);2 bytes;;;;RDD 18;
;Elements;13;Leaf;5;06.0E.2B.34.01.01.01.0D.04.20.02.02.03.00.00.00;Focus Position From Front Lens Vertex;Distance in meters between the front of the lens and the object in focus;Half Float (lens serial);2 bytes;;;;RDD 18;
;Elements;13;Leaf;5;06.0E.2B.34.01.01.01.0D.04.20.02.02.04.00.00.00;Macro Setting;Indicates the capability of the lens macro function for close-up work with a limited focal range. True = On, False = Off;Boolean;1 bytes;00h=FALSE;;;RDD 18;
;Elements;13;Leaf;5;06.0E.2B.34.01.01.01.0D.04.20.02.02.05.00.00.00;Lens Zoom 35mm Still Camera Equivalent;Focal length in meters.;Half Float (lens serial);2 bytes;;;;RDD 18;
;Elements;13;Leaf;5;06.0E.2B.34.01.01.01.0D.04.20.02.02.06.00.00.00;Lens Zoom Actual Focal Length;Focal length in meters.;Half Float (lens serial);2 bytes;;;;RDD 18;
;Elements;13;Leaf;5;06.0E.2B.34.01.01.01.0D.04.20.02.02.07.00.00.00;Optical Extender Magnification;Magnification factor setup of an optical extender or conversion lens where present;Uint16;2 bytes;;;;RDD 18;
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.04.20.03.00.00.00.00.00;Microphone Characteristics;Information about microphones used;;;;;;;
;Elements;1;Leaf;4;06.0E.2B.34.01.01.01.01.04.20.03.01.00.00.00.00;Sensor Type;transducer principle;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;;
;Elements;1;Leaf;4;06.0E.2B.34.01.01.01.01.04.20.03.02.00.00.00.00;Polar Characteristic;polar patterns;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Node;2;06.0E.2B.34.01.01.01.03.04.30.00.00.00.00.00.00;System Characteristics;Information about the integrated system used to acquire information;;;;;;;
;Elements;3;Leaf;3;06.0E.2B.34.01.01.01.03.04.30.01.00.00.00.00.00;System Name or Number;A text string with the name or number of the integrated system of sensors or devices that acquired the data;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;40 bytes max;;;;;
;Elements;1;Node;1;06.0E.2B.34.01.01.01.01.05.00.00.00.00.00.00.00;PROCESS;Class 5 is reserved for information about the essence or metadata processing;;;;;;;
;Elements;1;Node;2;06.0E.2B.34.01.01.01.01.05.01.00.00.00.00.00.00;General Process Indicators;Flags etc indicating the process status of the essence;;;;;;;
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.05.01.01.00.00.00.00.00;Process Fundamentals;Information about process fundementals;;;;;;;
;Elements;1;Leaf;4;06.0E.2B.34.01.01.01.01.05.01.01.01.00.00.00.00;Integration Indication;A term that describes what the essence is as a unit status of the essence.  Terms must be consistent with industry or organizational practices to be useful.  Includes segment, clip, shot, item, program etc.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;4;Leaf;5;06.0E.2B.34.01.01.01.04.05.01.01.01.01.00.00.00;Integration Indication;A term that describes what the essence is as a unit status of the essence. Terms must be consistent with industry or organizational practices to be useful. Includes segment, clip, shot, item, program etc.;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;4;06.0E.2B.34.01.01.01.01.05.01.01.02.00.00.00.00;Event Indication;A term that describes what the Event is as a part of the Process.  Terms must be consistent with industry or organizational practices to be useful.  Includes project, mission, scene, in-points, trigger points, license, option, publication, cataloguing etc.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;4;Leaf;5;06.0E.2B.34.01.01.01.04.05.01.01.02.01.00.00.00;Event Indication;A term that describes what the Event is as a part of the Process.  Terms must be consistent with industry or organizational practices to be useful.  Includes project, mission, scene, in-points, trigger points, license, option, publication, cataloguing etc.;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;4;06.0E.2B.34.01.01.01.01.05.01.01.03.00.00.00.00;Quality Flag;Quality of a specific recording/physical copy (good/no good);Boolean;1 byte;00h = NO GOOD;;;;
;Elements;3;Leaf;4;06.0E.2B.34.01.01.01.03.05.01.01.04.00.00.00.00;Logo Flag;Flag indicates all instances of a shot (specifically) contain an on-screen logo.  True=contains logo; False=no logo;Boolean;1 byte;00h=FALSE;;;;
;Elements;1;Leaf;4;06.0E.2B.34.01.01.01.01.05.01.01.05.00.00.00.00;Physical Instance Kind;Category of physical copy (e.g., master copy, copy, broadcast copy);ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;4;06.0E.2B.34.01.01.01.03.05.01.01.06.00.00.00.00;Graphic Kind;The type of a graphic as a name - eg modified still, graphic image;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;4;06.0E.2B.34.01.01.01.03.05.01.01.07.00.00.00.00;Graphic Usage Kind;The type of usage for which a graphic is intended - e.g title sequence, overlay.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;4;Leaf;5;06.0E.2B.34.01.01.01.04.05.01.01.07.01.00.00.00;Graphic Usage Kind;The type of usage for which a graphic is intended - e.g title sequence, overlay.;16-bit Unicode String;Variable;;;;;
;Elements;7;Leaf;4;06.0E.2B.34.01.01.01.07.05.01.01.08.00.00.00.00;Package Usage Kind;Indicates the role of a Package (also known as Mob) as a sub-clip, adjusted clip, template clip or other;AUID;16 bytes;;;;;Standard UsageType enumerated values defined in RP224 Labels Registry
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.05.01.02.00.00.00.00.00;Content Capture;Information about how content was captured;;;;;;;
